feature,year,relative_importance
wind_direction_category_S,2013,3.248430601717798
wind_direction_category_SW,2013,3.2389472775859205
wind_direction_category_W,2013,2.5250169143370607
wind_direction_category_NW,2013,2.8591301285083124
dead_fuel_moisture_1000hr,2014,4.245320408369801
dead_fuel_moisture_100hr,2014,3.7615682603068983
max_air_temperature,2014,15.538643936091331
max_relative_humidity,2014,2.2056033129124057
min_air_temperature,2014,3.439008689254091
min_relative_humidity,2014,2.54345648093719
precipitation_amount,2014,1.9712503111883326
specific_humidity,2014,1.8737589996730215
surface_downwelling_shortwave_flux_in_air,2014,2.63689107788789
wind_speed,2014,2.1927146751737596
SWE,2014,6.3858073059829765
LAI,2014,3.8731610298224894
slope_max,2014,5.579176834678304
road_density_km_km2,2014,19.985058794853625
line_density_km_per_cell,2014,6.011136380015735
wind_direction_category_N,2014,2.1720278895091294
wind_direction_category_NE,2014,1.588671756620405
wind_direction_category_E,2014,1.752387161754032
wind_direction_category_SE,2014,2.301592410731367
wind_direction_category_S,2014,2.1370380394234325
wind_direction_category_SW,2014,3.4984958888314543
wind_direction_category_W,2014,1.9641627029648778
wind_direction_category_NW,2014,2.3430676530174512
dead_fuel_moisture_1000hr,2015,3.438889015501372
dead_fuel_moisture_100hr,2015,3.689998015218977
max_air_temperature,2015,16.57184011775708
max_relative_humidity,2015,2.3226518970942234
min_air_temperature,2015,2.766384466542455
min_relative_humidity,2015,2.542382765390512
precipitation_amount,2015,1.9228508810875011
specific_humidity,2015,2.1896495753423344
surface_downwelling_shortwave_flux_in_air,2015,2.7265206349745443
wind_speed,2015,2.232177116260052
SWE,2015,8.3214890049745
LAI,2015,4.085208911679213
slope_max,2015,6.211455790465127
road_density_km_km2,2015,18.13094516907894
line_density_km_per_cell,2015,5.681576339049591
wind_direction_category_N,2015,2.1504804399274455
wind_direction_category_NE,2015,1.5746471288218213
wind_direction_category_E,2015,1.328235463580859
wind_direction_category_SE,2015,2.07662837505349
wind_direction_category_S,2015,2.5603549431695867
wind_direction_category_SW,2015,3.454931953364203
wind_direction_category_W,2015,2.0956025879715914
wind_direction_category_NW,2015,1.9250994076945769
dead_fuel_moisture_1000hr,2016,4.1383875819441664
dead_fuel_moisture_100hr,2016,3.6722427386649206
max_air_temperature,2016,14.824212434896598
max_relative_humidity,2016,2.287171820128742
min_air_temperature,2016,2.9756312400287657
min_relative_humidity,2016,2.8175741848973663
precipitation_amount,2016,2.287671933994167
specific_humidity,2016,2.3180096052050603
surface_downwelling_shortwave_flux_in_air,2016,2.9120713765250024
wind_speed,2016,2.4214110166682503
SWE,2016,7.408205363564097
LAI,2016,4.667624213673959
slope_max,2016,5.8920561257419966
road_density_km_km2,2016,17.602726510457423
line_density_km_per_cell,2016,6.6240583473989005
wind_direction_category_N,2016,2.095382007675708
wind_direction_category_NE,2016,1.9216864142454524
wind_direction_category_E,2016,1.8258242321533291
wind_direction_category_SE,2016,2.081176992059965
wind_direction_category_S,2016,1.5689372072021996
