,LONGITUDE,LATITUDE,DISCOVERY_DATE,CONT_DATE,max_FIRE_SIZE,min_FIRE_SIZE,FOD_ID_cnt,diff_FIRE_SIZE
1094,-120.49805555,37.08111111,10/10/2008,missing date,1.0,1.0,2,0.0
1095,-119.2771,35.92831,7/1/2005,7/1/2005,0.1,0.1,2,0.0
1096,-119.95611111,36.91694444,5/23/2004,5/23/2004,0.5,0.1,2,0.4
1097,-120.8025,41.63888889,6/21/2008,6/22/2008,0.1,0.1,2,0.0
1098,-121.58694444,39.135,7/6/2002,7/6/2002,2.0,1.0,2,1.0
1099,-121.344688,39.323696,5/5/2012,missing date,1.0,1.0,2,0.0
1100,-121.58694444,39.135,7/6/2001,7/6/2001,0.3,0.1,2,0.19999999999999998
1101,-118.91888888,36.05888888,5/13/2002,5/13/2002,1.5,0.5,2,1.0
1102,-121.212519,39.432861,8/14/2003,8/14/2003,0.5,0.1,2,0.4
1103,-118.926046,35.383378,6/3/2008,missing date,0.01,0.01,2,0.0
1104,-121.58694444,39.135,7/5/2001,7/5/2001,1.0,0.1,2,0.9
1105,-121.67888888,39.34111111,6/6/2001,6/6/2001,0.1,0.1,2,0.0
1106,-122.1,38.416666,6/4/2020,missing date,0.25,0.01,2,0.24
1107,-120.595286,37.642574,5/13/2019,missing date,10.0,9.0,2,1.0
1108,-120.657412,35.640791,7/25/2020,missing date,0.1,0.1,2,0.0
1109,-123.732483,41.197633,6/14/2013,6/15/2013,1.0,0.4,2,0.6
1110,-116.66166667,33.61638889,7/4/2009,7/4/2009,0.1,0.1,2,0.0
1111,-121.645,39.99694444,9/10/2001,9/10/2001,0.3,0.1,2,0.19999999999999998
1112,-120.91888889,40.55194444,7/8/2006,7/8/2006,0.1,0.1,2,0.0
1113,-121.05111111,38.22888888,7/31/2003,7/31/2003,0.1,0.1,2,0.0
1114,-119.4514,35.1558,7/25/2009,7/25/2009,0.1,0.1,2,0.0
1115,-120.18388889,39.93388889,8/15/2004,8/15/2004,0.1,0.1,2,0.0
1116,-121.916666,38.8,10/20/2019,missing date,0.3,0.3,2,0.0
1117,-116.84888888,32.85194444,7/1/2004,7/1/2004,0.1,0.1,2,0.0
1118,-118.933333,34.716666,6/26/2012,missing date,0.5,0.11,2,0.39
1119,-119.980744,38.929441,9/10/2008,missing date,0.1,0.1,2,0.0
1120,-119.41305555,36.34888888,5/22/2002,5/22/2002,3.0,0.1,2,2.9
1121,-122.066666,38.416666,6/17/2016,missing date,1.0,0.05,2,0.95
1122,-120.48694444,35.03888888,7/30/2010,missing date,0.5,0.1,2,0.4
1123,-120.935631,35.681432,3/6/2012,missing date,75.0,1.0,2,74.0
1124,-120.34,39.34305555,8/15/2008,missing date,1.0,0.1,2,0.9
1125,-121.51194444,39.50388888,8/22/2002,8/22/2002,0.1,0.1,2,0.0
1126,-116.20805555,33.70805555,7/3/2002,7/3/2002,0.5,0.1,2,0.4
1127,-119.115,36.695,9/8/2006,9/8/2006,3.0,1.0,2,2.0
1128,-121.101483,37.083726,7/1/2010,7/1/2010,9.0,0.1,2,8.9
1129,-119.035,36.09805555,6/23/2007,missing date,1.0,0.1,2,0.9
1130,-122.18305555,41.22611111,9/5/2003,9/5/2003,0.3,0.2,2,0.09999999999999998
1131,-120.972187,37.202118,8/5/2007,8/5/2007,1.0,0.1,2,0.9
1132,-120.972187,37.202118,8/4/2007,8/4/2007,0.1,0.1,2,0.0
1133,-123.16277778,40.61888889,9/3/2003,9/3/2003,0.1,0.1,2,0.0
1134,-121.05111111,38.22888888,9/14/2006,9/14/2006,0.4,0.2,2,0.2
1135,-119.417423,36.773129,5/13/2020,missing date,1.5,1.0,2,0.5
1136,-122.250481,40.672981,8/25/2004,8/25/2004,0.7,0.2,2,0.49999999999999994
1137,-120.52194444,35.92805555,7/30/2006,7/30/2006,3.0,0.1,2,2.9
1138,-117.28694444,33.85194444,8/26/2005,8/26/2005,1.0,0.5,2,0.5
1139,-120.5061,40.4832,7/25/2003,7/28/2003,14.0,10.0,2,4.0
1140,-120.77111111,38.345,8/12/2001,8/12/2001,0.3,0.1,2,0.19999999999999998
1141,-119.5806,37.303037,9/30/2015,missing date,0.2,0.1,2,0.1
1142,-117.458523,33.952997,9/5/2005,missing date,1.0,1.0,2,0.0
1143,-119.83111111,36.96694444,7/28/2010,missing date,1.0,0.1,2,0.9
1144,-116.18111111,33.59805555,10/2/2007,missing date,0.1,0.1,2,0.0
1145,-121.59805555,39.335,4/1/2009,missing date,0.1,0.1,2,0.0
1146,-121.58388888,39.13694444,9/7/2008,missing date,0.3,0.1,2,0.19999999999999998
1147,-120.77328,36.97585,7/30/2005,7/30/2005,0.1,0.1,2,0.0
1148,-118.083333,34.133333,1/24/2019,missing date,0.11,0.11,2,0.0
1149,-123.7415,41.1987,2/11/2004,2/11/2004,0.5,0.2,2,0.3
1150,-122.73111111,39.02611111,4/16/2008,missing date,1.0,0.5,2,0.5
1151,-120.15888888,36.13805555,1/16/2007,missing date,100.0,1.0,2,99.0
1152,-123.7087,41.1024,10/6/2004,10/7/2004,1.0,0.5,2,0.5
1153,-122.73111111,38.95888888,9/30/2007,missing date,1.0,0.5,2,0.5
1154,-121.644912,37.964414,7/22/2020,missing date,1.0,0.25,2,0.75
1155,-119.28194444,36.57305555,6/1/2007,missing date,0.1,0.1,2,0.0
1156,-122.1935,37.8859,9/2/2010,missing date,0.2,0.1,2,0.1
1157,-119.376036,36.343597,6/1/2016,missing date,0.1,0.1,2,0.0
1158,-124.125581,41.052381,8/10/2001,8/10/2001,0.1,0.1,2,0.0
1159,-123.6678,41.0499,8/4/2002,8/4/2002,1.0,0.2,2,0.8
1160,-121.34937,38.868088,8/7/2018,8/7/2018,1.5,1.0,2,0.5
1161,-122.44805555,38.15194444,5/16/2007,missing date,25.0,0.2,2,24.8
1162,-123.6678,41.0665,6/28/2003,6/28/2003,0.1,0.1,2,0.0
1163,-118.05,34.116666,8/2/2019,missing date,0.11,0.11,2,0.0
1164,-123.78388888,41.27194444,10/5/2003,10/5/2003,3.0,1.0,2,2.0
1165,-120.52388888,38.38111111,7/16/2008,missing date,0.1,0.1,2,0.0
1166,-123.094289,39.102461,8/5/2004,8/5/2004,1.0,0.1,2,0.9
1167,-120.972187,37.202118,8/16/2007,8/16/2007,0.3,0.1,2,0.19999999999999998
1168,-121.995839,36.984852,3/20/2010,missing date,0.01,0.01,2,0.0
1169,-121.333729,37.960664,10/20/2018,missing date,0.5,0.01,2,0.49
1170,-122.308504,37.911255,5/14/2013,missing date,0.11,0.01,2,0.1
1171,-121.05194444,38.935,7/30/2004,7/30/2004,0.1,0.1,2,0.0
1172,-116.43211,33.92494,9/27/2009,9/27/2009,0.1,0.1,2,0.0
1173,-116.97111111,32.71694444,11/16/2008,missing date,1.0,0.3,2,0.7
1174,-120.15694444,37.14888888,9/29/2002,9/29/2002,2.0,0.8,2,1.2
1175,-119.29611111,36.53805555,9/11/2001,9/11/2001,0.3,0.1,2,0.19999999999999998
1176,-120.97222222,39.90555556,7/29/2017,8/16/2017,4310.0,40.0,2,4270.0
1177,-122.066666,38.45,7/4/2020,missing date,0.1,0.1,2,0.0
1178,-121.11166667,41.49277778,7/24/2003,7/24/2003,0.25,0.25,2,0.0
1179,-122.066666,38.45,7/11/2020,missing date,0.1,0.01,2,0.09000000000000001
1180,-116.238233,33.71475,8/6/2013,8/6/2013,0.1,0.1,2,0.0
1181,-117.54888888,33.975,12/4/2006,missing date,1.0,0.1,2,0.9
1182,-117.063865,32.593564,7/21/2005,missing date,0.3,0.2,2,0.09999999999999998
1183,-118.3,34.05,7/5/2019,missing date,0.11,0.11,2,0.0
1184,-118.01805556,34.38472222,8/6/2005,8/6/2005,0.1,0.1,2,0.0
1185,-121.01694444,38.84888888,9/10/2003,9/10/2003,0.5,0.5,2,0.0
1186,-121.333846,38.797897,7/4/2020,missing date,1.0,1.0,2,0.0
1187,-121.588419,39.922581,5/3/2004,5/3/2004,0.3,0.3,2,0.0
1188,-122.20166667,40.73555556,9/3/2002,9/3/2002,1.0,0.1,2,0.9
1189,-122.066666,38.416666,7/27/2016,missing date,0.15,0.01,2,0.13999999999999999
1190,-123.16866,39.796756,4/30/2011,missing date,1.0,1.0,2,0.0
1191,-119.716,36.8229,6/24/2011,missing date,0.01,0.01,2,0.0
1192,-119.280864,36.322954,6/26/2018,missing date,0.1,0.01,2,0.09000000000000001
1193,-120.41611111,37.96694444,3/28/2008,missing date,1.0,1.0,2,0.0
1194,-116.85,33.04388888,7/8/2001,7/8/2001,2.0,2.0,2,0.0
1195,-120.790671,38.724548,11/24/2020,missing date,3.29,0.2,2,3.09
1196,-116.7167,33.3333,9/2/2006,9/2/2006,1.0,0.4,2,0.6
1197,-120.71805555,38.80111111,3/1/2002,3/1/2002,3.0,0.2,2,2.8
1198,-121.282503,38.678332,8/22/2018,missing date,0.01,0.01,2,0.0
1199,-121.584317,37.76445,5/30/2018,5/31/2018,118.23,2.9,2,115.33
1200,-122.066666,38.416666,7/4/2016,missing date,2.0,0.01,2,1.99
1201,-120.634956,38.132558,9/15/2005,9/15/2005,3.0,2.0,2,1.0
1202,-121.589039,39.821111,5/5/2001,5/5/2001,0.1,0.1,2,0.0
1203,-116.53088,33.823208,7/31/2011,missing date,1.02,0.01,2,1.01
1204,-121.05194444,38.24305555,8/7/2006,8/7/2006,1.0,0.3,2,0.7
1205,-123.093761,38.41935,10/11/2004,10/11/2004,2.0,1.0,2,1.0
1206,-122.73194444,39.03388888,9/2/2004,9/2/2004,2.0,1.0,2,1.0
1207,-121.64535,39.909489,7/3/2001,7/3/2001,0.1,0.1,2,0.0
1208,-118.7944,36.0253,7/10/2006,7/10/2006,0.3,0.3,2,0.0
1209,-123.6678,41.0665,9/21/2002,9/21/2002,5.0,1.0,2,4.0
1210,-122.066666,38.416666,8/3/2020,missing date,0.1,0.01,2,0.09000000000000001
1211,-118.5239,34.4148,8/3/2011,missing date,0.11,0.11,2,0.0
1212,-120.77388888,36.85,9/1/2007,missing date,1.0,1.0,2,0.0
1213,-121.542147,39.325857,6/12/2017,6/12/2017,2.0,0.25,2,1.75
1214,-120.980421,37.69987,6/2/2006,missing date,0.2,0.1,2,0.1
1215,-122.45175,38.15978,6/25/2011,missing date,0.5,0.1,2,0.4
1216,-121.290498,37.950547,8/28/2009,missing date,0.1,0.1,2,0.0
1217,-121.053239,39.006027,4/27/2019,missing date,0.2,0.13,2,0.07
1218,-121.11,35.815,6/18/2001,6/18/2001,0.5,0.1,2,0.4
1219,-117.155856,32.714649,11/20/2005,missing date,0.1,0.1,2,0.0
1220,-120.86,35.95888888,9/4/2001,9/4/2001,10.0,1.0,2,9.0
1221,-121.442628,39.190511,7/17/2006,7/17/2006,7.0,5.0,2,2.0
1222,-124.1461,41.7044,7/3/2015,7/3/2015,0.1,0.1,2,0.0
1223,-120.503899,38.090613,6/13/2012,missing date,0.25,0.1,2,0.15
1224,-122.18111111,38.17888888,8/2/2006,8/2/2006,2.0,1.0,2,1.0
1225,-118.0808,33.9202,9/13/2005,missing date,1.0,0.11,2,0.89
1226,-121.36888889,41.78305556,7/15/2011,7/23/2011,1194.0,5.0,2,1189.0
1227,-121.6614,38.0744,7/3/2010,missing date,5.0,2.0,2,3.0
1228,-118.0219,34.5726,8/5/2007,missing date,0.11,0.11,2,0.0
1229,-122.45175,38.15978,5/20/2007,5/20/2007,0.1,0.1,2,0.0
1230,-120.05941312,39.97668864,9/13/2020,9/14/2020,0.1,0.1,2,0.0
1231,-117.46,34.44805555,7/24/2004,7/24/2004,0.2,0.1,2,0.1
1232,-120.85694444,38.12111111,8/16/2007,missing date,0.2,0.1,2,0.1
1233,-123.10138889,40.36694444,9/4/2003,9/4/2003,0.25,0.25,2,0.0
1234,-122.253133,38.901753,10/11/2005,10/11/2005,20.0,19.0,2,1.0
1235,-121.290497,38.720525,8/18/2011,missing date,0.01,0.01,2,0.0
1236,-120.41777778,39.81861111,7/21/2002,7/21/2002,0.1,0.1,2,0.0
1237,-120.790671,38.724548,9/8/2019,missing date,4.0,0.2,2,3.8
1238,-121.51194444,39.38805555,7/13/2005,7/13/2005,7.0,1.0,2,6.0
1239,-122.58305555,38.80694444,11/16/2005,11/16/2005,0.2,0.2,2,0.0
1240,-122.396548,40.581405,5/4/2010,missing date,0.1,0.1,2,0.0
1241,-119.45577287,36.00024251,5/4/2002,5/4/2002,0.1,0.1,2,0.0
1242,-116.534812,33.831265,5/17/2013,missing date,0.01,0.01,2,0.0
1243,-123.65222222,41.3925,7/23/2002,7/23/2002,2.0,2.0,2,0.0
1244,-117.8517,33.7544,6/1/2011,missing date,0.1,0.1,2,0.0
1245,-121.44,39.64805555,6/22/2002,6/22/2002,2.0,1.0,2,1.0
1246,-121.982577,37.563716,8/2/2016,missing date,1.25,0.25,2,1.0
1247,-121.648,39.828333,7/21/2018,7/21/2018,0.1,0.07,2,0.03
1248,-123.785,40.91888888,9/3/2005,9/3/2005,5.0,1.0,2,4.0
1249,-121.79395,40.523581,9/18/2002,9/18/2002,0.5,0.1,2,0.4
1250,-124.1461,41.7044,7/5/2015,7/5/2015,0.1,0.1,2,0.0
1251,-121.510819,39.221813,8/16/2012,missing date,0.25,0.2,2,0.04999999999999999
1252,-118.898199,35.891563,10/21/2012,missing date,12.0,0.5,2,11.5
1253,-124.24611111,40.59888888,8/5/2001,8/5/2001,0.1,0.1,2,0.0
1254,-121.87194444,39.77611111,7/20/2005,7/20/2005,0.1,0.1,2,0.0
1255,-122.45175,38.15978,6/28/2015,missing date,0.01,0.01,2,0.0
1256,-122.705071,38.432174,8/19/2007,missing date,0.1,0.1,2,0.0
1257,-119.07111111,36.36194444,6/19/2001,6/19/2001,0.5,0.1,2,0.4
1258,-120.32483,37.295379,8/30/2017,8/30/2017,0.5,0.2,2,0.3
1259,-120.521766,37.328667,8/21/2016,8/21/2016,0.5,0.41,2,0.09000000000000002
1260,-121.68611111,40.70111111,8/7/2008,missing date,1.0,1.0,2,0.0
1261,-121.283378,37.983113,9/1/2010,missing date,0.01,0.01,2,0.0
